16139,2736600,2644800,91800,,,0
16140,2684400,2616000,68400,,,0
16141,2628600,2567400,61200,,,0
16142,2617800,2553000,64800,,,0
16143,2634900,2582100,52800,,,0
16146,2799900,2753100,46800,,,0
16147,2882880,2794680,88200,,,0
16148,2870280,2769480,100800,,,0
16149,2859480,2767680,91800,,,0
16150,2807280,2728080,79200,,,0
16153,2796480,2720880,75600,,,0
