16139,0,0,,
16140,0,0,,
16141,167,105,,12,10,40
16142,167,105,,12,10,40
16143,170,107,,10,12,41
16146,169,106,,7,13,43
16147,169,103,,10,13,43
16148,169,103,,10,10,46
16149,169,102,,10,9,48
16150,150,83,,7,10,50
16153,150,82,,8,9,51
16154,150,81,,8,8,53
