16150,744.0,373.0,,47.0,71.0,253.0
16153,744.0,368.0,,52.0,66.0,258.0
16154,744.0,365.0,,55.0,58.0,266.0
16155,804.0,417.0,,63.0,58.0,266.0
16156,777.0,390.0,,58.0,63.0,266.0
16157,777.0,385.0,,55.0,60.0,277.0
16161,777.0,385.0,,55.0,60.0,277.0
16163,777.0,359.0,,81.0,52.0,285.0
16164,777.0,356.0,,84.0,52.0,285.0
